gene	score	LFC	PVAL
egln1b	1.0322799610115572	0.327630701	0.314743963
rwdd2b	1.0325005673961625	0.288889555	0.485469081
vasna	1.0341790367621988	0.200184571	0.485227358
gle1	1.0350917291144424	0.329334709	0.327965153
elp5	1.037358599180898	0.325672475	0.314812811
nudt1	1.0388326251752453	0.323746658	0.365067134
ccar1	1.0388652757561028	0.240701811	0.41854527
cactin	1.0396864122226739	0.280855949	0.358885517
smyd3	1.0420519994342585	0.286033603	0.493050289
gne	1.0425519334844298	0.298209939	0.336560361
cox16	1.0432252818394125	0.31237223	0.410140919
ssbp3a	1.044187753497579	0.328258458	0.326319598
psma2	1.0445497205602783	0.072651856	0.73393161
psma2	1.0445497205602783	0.072651856	0.73393161
rhoad	1.0450160012237857	0.086444769	0.704119838
gtf2e1	1.0452272893874213	0.264574255	0.382471723
cenpf	1.045884929343448	0.049401363	0.78630514
palb2	1.0480884179402101	0.323822376	0.317421484
sox21b	1.0488916274384095	0.30597169	0.328499655
sav1	1.049815394409708	0.150872696	0.574878802
si:ch211-67e16.4	1.0499967585761532	0.324826513	0.356553768
prkcda	1.0502285717274544	0.298033245	0.456934565
grhl2a	1.051965799867968	0.289687869	0.481872505
coro1b	1.0551890071666872	0.308873655	0.326444599
coa3	1.0557340017169197	0.306784772	0.428242168
trim45	1.0563186115190533	0.301346641	0.334387078
cwc22	1.0567378537214882	0.120488293	0.634235569
znf384l	1.0568654202063608	0.229180919	0.43775868
metrnl	1.0615688543937567	0.172272031	0.535632089
cul2	1.0620598861359931	0.163028547	0.552587346
cog3	1.0629655623828964	0.274139269	0.369866959
fmnl2b	1.0653706704185528	0.195589456	0.49437724
pank1a	1.0690207770801097	0.209641057	0.470504352
slc25a46	1.0690269556094978	0.293117142	0.470529127
SCYL1	1.0707854996212989	0.299771247	0.337732502
eif3ha	1.0713942226187052	0.027989132	0.838395068
rxfp2b	1.071407153861122	0.286261133	0.490528833
nfkbiab	1.071551843693368	0.16450483	0.550206784
SLC38A8 (2 of 2)	1.0718245659457741	0.325207255	0.332017626
polr1d	1.0718916040401771	0.296064743	0.342072086
slc5a9	1.0732294973831376	0.284386382	0.495780131
polr3f	1.0732346727136008	0.322958833	0.325413336
stx11b.1	1.0734786646674823	0.269766807	0.376724704
tnrc6b	1.074344724947017	0.083354196	0.71182886
hsd17b14	1.075562433097096	0.15800034	0.562413262
rnasen	1.075753096006018	0.314447734	0.325413336
scn1ba	1.0772745193601325	0.285111023	0.493453124
soul4	1.077333734871195	0.28324718	0.498758722
trpv4	1.0794050018807564	0.292646852	0.471194502
kansl3	1.0803156053152507	0.122011247	0.63203791
chrna5	1.080571019034221	0.295757272	0.461627027
stim1a	1.0806371212418147	0.269600639	0.377420951
coq9	1.081364275322161	0.286847409	0.354208924
agpat9l	1.081540892159628	0.250243847	0.405910496
arl8ba	1.0821669230011817	0.314742033	0.326444599
mtss1la	1.0821729783978444	0.138219822	0.600247556
ccdc174	1.0826614226485203	0.182771833	0.517544597
med18	1.0827090530112513	0.309100334	0.330143998
cwf19l1	1.0840704460814037	0.224983879	0.445758906
vac14	1.084277383031567	0.236125637	0.427922262
ddx55	1.0845891991064698	0.218837337	0.455833691
col8a1a	1.0886649703972935	0.066530127	0.749166731
acsm3	1.0923364209781052	0.282743263	0.499247305
rabgef1	1.0925599288875347	0.219854507	0.454501617
fbxw2	1.0941003539959009	0.28193342	0.361558272
fblim1	1.0951234785252226	0.300440695	0.339706149
si:dkey-264d12.5	1.096602903945489	0.282021048	0.50102631
zdhhc18a	1.0967132759654212	0.211700636	0.468184059
anks1b	1.0973504079855314	0.317737861	0.38067807
nr2c1	1.0978820527458237	0.191635204	0.502511522
id2b	1.0980317449831316	0.291386017	0.473639586
kbtbd4	1.0986042542193442	0.322120329	0.335626185
thg1l	1.0990742527502566	0.311514084	0.406462643
a1cf	1.1011781551801822	0.224961826	0.446548215
ctc1	1.101643801500476	0.314315415	0.394934787
smarcd3a	1.1021716649249302	0.318917436	0.33103128
adck4	1.1044688515780474	0.295988997	0.459028877
SMAD4 (2 of 2)	1.1046223525581298	0.288510386	0.481744614
stoml1	1.104935298842047	0.284112099	0.494534196
CABZ01058646.1	1.107700448837597	0.300862042	0.443115002
gorab	1.1083002955525294	0.30536085	0.33671916
grhl2b	1.109765268216293	0.288011262	0.482861456
CU929188.3	1.1099046069326752	0.297007771	0.455375444
lpin1	1.1115036738627229	0.284784003	0.492168061
pmpca	1.1117234743882896	0.107613522	0.662300508
atp6v0a2b	1.1123230213719875	0.314527654	0.332421053
calm1b	1.1126873227000809	0.274497587	0.372788906
tnni1b	1.1137551293987862	0.318158498	0.333885667
vps50	1.115401333377581	0.320980462	0.342068785
vps37a	1.1176440265505918	0.283360181	0.361575142
rab3il1	1.1179705643057447	0.315874381	0.385171667
pxdc1b	1.118273260408071	0.31727627	0.378238257
si:dkey-210j14.4	1.1196462654508879	0.315486969	0.386638879
dusp22a	1.1197196554338416	0.314997188	0.334017032
gnmt	1.1201391298090622	0.268549764	0.381437269
ppp1r11	1.1223788619526034	0.320561554	0.346340534
c3b.2	1.122920194704946	0.280851519	0.502683435
tmem144a	1.1237117116678828	0.281396412	0.501086885
ACTN4	1.1252993711453594	0.283338774	0.495428789
NRK	1.1260858805114649	0.28130622	0.364836169
BCL6B	1.1262385404004416	0.281474751	0.500702841
itfg1	1.1269961954053511	0.303754662	0.431466743
elp6	1.1275199346127764	0.305309887	0.425939501
si:ch211-15d5.11	1.1275570942601838	0.281269697	0.501202053
pddc1	1.1287103502578533	0.292492956	0.351676193
nck2a	1.1291842964503689	0.317400707	0.337937007
nol12	1.1298588313369125	0.219475304	0.456729844
pex13	1.1300063841050307	0.319920632	0.349300852
syt13	1.130429042138263	0.291921082	0.469603887
alkbh4	1.1306110281622566	0.290527587	0.4738398
ddb2	1.1306344067315215	0.292122002	0.352271409
abcd3a	1.1317548450737438	0.292218197	0.352271409
parpbp	1.1320073406325992	0.25254217	0.405158449
bin2a	1.1322594689048653	0.297973172	0.4503687
acad9	1.1326927681772403	0.296763269	0.454238816
slc38a6	1.1332327699461215	0.281998193	0.498758722
sema4e	1.1338828812944857	0.291518553	0.353250496
capn8	1.1347693083312265	0.16742983	0.547160467
sh3pxd2aa	1.1349125108538416	0.290674543	0.473071948
itgb1a	1.1351372893941813	0.280578314	0.502683435
GPR161 (2 of 2)	1.1367997172861601	0.318541711	0.364044398
dis3l2	1.1372647893061612	0.318276271	0.343025638
SYCE3	1.1399781145806052	0.313567895	0.391509685
ska3	1.1414477219660573	0.299294045	0.346080049
nufip1	1.1431849698915029	0.272900686	0.377040687
mknk1	1.1459965570516875	0.303508558	0.43031606
npepps	1.1462103542345008	0.072355283	0.738529815
mgat2	1.1476729533591128	0.307779196	0.414395808
ndufb8	1.1487581717608373	0.074548802	0.733805685
si:ch73-138n13.1	1.148997774010898	0.210737167	0.471967101
mapk11	1.149501286210121	0.236651306	0.430204736
ngfb	1.1501581107754604	0.281531014	0.49899414
zgc:86764	1.1522748224191985	0.223900678	0.450530818
sst1.2	1.1526358386706237	0.303556008	0.429422133
klhl40b	1.1541171224020679	0.272095666	0.378863966
dgkh	1.1552558236516886	0.279474502	0.504532499
ttyh3b	1.1554662717257167	0.155613768	0.569794309
zgc:113019	1.158360923606833	0.316904689	0.34940944
heatr3	1.1593358318511615	0.220024977	0.457117794
smek1	1.1595272516123045	0.068300862	0.748042893
cdkal1	1.1595371225764435	0.315327187	0.37764478
si:ch1073-143l10.2	1.1599599565236933	0.312371872	0.393148285
dnajc27	1.1616675635346299	0.309022751	0.407486806
pafah1b1b	1.1624846946644944	0.155884837	0.56954704
nr5a2	1.1625172182465124	0.311344267	0.342827225
gna11b	1.1635300508590307	0.18278335	0.520603719
ednraa	1.1654541145328248	0.314166022	0.34532201
nadkb	1.166668941496845	0.229109211	0.442858602
and2	1.1667408296471042	0.299544721	0.348830187
ZFP91	1.1669130949177675	0.290765996	0.357194198
pnpla6	1.1681138599575296	0.279997627	0.50221134
ap1ar	1.171134801959689	0.300360712	0.438681146
clns1a	1.172523460330021	0.232517889	0.43775868
si:ch211-157b11.14	1.173075982693618	0.306910009	0.414346131
KLHL25	1.1739650033123916	0.275745374	0.375503558
cfl2	1.1742929029579725	0.171565565	0.541114153
trim3a	1.1747666547553448	0.277703502	0.508302124
kdm4aa	1.1752270541105376	0.283104961	0.492749569
nop56	1.1752586590419214	0.016164175	0.873399322
gpkow	1.1756644658105844	0.162852921	0.557095234
qpct	1.1776019987692696	0.21478054	0.466487585
lsm4	1.1803992879727438	0.117977045	0.64378247
znf236	1.1807431409217026	0.309931604	0.346399336
AEBP1 (1 of 2)	1.1807904825908437	0.292123721	0.464967718
os9	1.1810484865411142	0.315243172	0.355641122
kif7	1.1820538872963526	0.300448974	0.350027705
rab18b	1.1825506705901776	0.23144947	0.439908147
lyz	1.1836533671948217	0.303829994	0.348169965
mpzl2b	1.1851615444815964	0.308656764	0.347129122
txndc11	1.1862435743057371	0.296317044	0.353796268
trak2	1.1868896056350626	0.276486855	0.510963297
rab10	1.187091008832061	0.07052551	0.744210857
cluap1	1.188475495064985	0.282989334	0.492168061
bckdhb	1.1886128934038314	0.256621654	0.402397161
sept3	1.1886170259000282	0.286649656	0.363640476
fus	1.1889877840298226	0.158194345	0.566225885
st8sia1	1.189989375127308	0.135679261	0.609110704
srfbp1	1.1919376814194451	0.305295132	0.348830187
si:dkey-190e14.2	1.1929906398724188	0.304958175	0.349108379
polg	1.1930609646782808	0.277648758	0.507282203
cyp20a1	1.193988205804074	0.140088516	0.600719159
triob	1.1941113794311273	0.297578897	0.445913677
primpol	1.1942338295716919	0.248360296	0.414706527
cfp	1.1955999567641178	0.302200111	0.429422133
kmt2d	1.196829152014338	0.144579739	0.592201141
adamts1	1.1979048124439726	0.301978683	0.429964533
lpp	1.199643529565794	0.080709011	0.722370674
rab4a	1.2002971267413898	0.284693019	0.486273438
necab2	1.2009667659866354	0.304173529	0.421279995
cav2	1.2033384917201126	0.124275091	0.63203791
dph2	1.203344382018807	0.313082892	0.357865221
pgd	1.203547508183962	0.178975718	0.528916945
gapdh	1.2046163961924763	0.013374263	0.882336661
depdc7	1.204770031361187	0.275768773	0.511848306
egfra	1.2051863485201468	0.285387168	0.483828589
clk2b	1.2058868053600726	0.30608987	0.351023552
SIK3	1.206084773599236	0.300780956	0.433391815
hmgxb4a	1.206176542584333	0.293654807	0.457857112
phf12b	1.2070694567826243	0.153342451	0.575976868
AIM1L	1.2071136945709549	0.214820693	0.467698192
plp2	1.2073647222314094	0.126376936	0.628016949
mon2	1.209429246365358	0.119029939	0.642750998
sema6e	1.2136389876885068	0.305434397	0.414396399
sqstm1	1.215850292006392	0.18700503	0.515215686
kat2a	1.216595545621722	0.289758323	0.363010669
ctsa	1.2167093291623323	0.102863888	0.676030961
ascc2	1.2177741404399882	0.312290723	0.363062369
rassf8b	1.2179425725092812	0.169461617	0.546597171
WARS (1 of 2)	1.2191893560399132	0.28578678	0.481560128
si:ch73-364h19.1	1.220021831746545	0.312062748	0.363062369
adpgk2	1.2203034161298405	0.234615075	0.43679243
lnpb	1.221175833647326	0.277297976	0.377107222
si:ch211-214j24.14	1.2224070492086159	0.306075518	0.410237601
scel	1.2235571681599913	0.10430041	0.673317036
e2f4	1.224584984689374	0.081194683	0.722307792
nr4a1	1.2251278815982851	0.284983433	0.483548052
pebp1	1.2268504323047291	0.154982547	0.57364706
aff3	1.2288722070803282	0.309079376	0.394178863
cemip	1.2299406544861722	0.275642394	0.510578527
junba	1.2308378074159798	0.271729225	0.521501589
tmem163a	1.2320172495951263	0.301015963	0.42938237
zgc:65895	1.2327045674328374	0.271877819	0.520972817
cuedc2	1.233364722103039	0.311266048	0.369063465
cpeb4	1.2350575275862679	0.31116779	0.371450023
lgals3	1.2361728448446003	0.063021378	0.763050862
pagr1	1.2363905708978375	0.205782718	0.483912591
gap43	1.2374023750754364	0.255944055	0.4062006
si:dkey-238o13.4	1.2386180721814888	0.175103823	0.537205617
atp2b3b	1.2391025732091803	0.310133218	0.364044398
asmt2	1.2393122456744867	0.278133552	0.502809644
hspbp1	1.2406763515310677	0.306182771	0.406397286
cfap20	1.2425888204613187	0.247932829	0.417950496
sntb1	1.2429303078235887	0.270661821	0.523708201
armc5	1.2438472122211317	0.31040634	0.37619164
spata2l	1.2451285858896624	0.287692045	0.473600518
oxct1b	1.247310018944669	0.31002627	0.378859068
ddit3	1.2477113206510806	0.278140189	0.50221134
spg21	1.2478412331231101	0.308306407	0.362152561
tnfrsf19	1.247916142853135	0.218111937	0.464144724
faxdc2	1.2493402298006369	0.298115104	0.438096463
tpm2	1.2493613364762497	0.026424031	0.850915973
nrm	1.2500438834279872	0.306711285	0.401754204
tbcc	1.250533800825047	0.286032523	0.478341911
tnpo2	1.2506203671864007	0.038068088	0.822126321
si:ch211-259g3.4	1.251466116666556	0.303953481	0.359297265
elovl4a	1.2526808862514445	0.304475504	0.412056339
cratb	1.2532856239798755	0.250319937	0.415091385
bora	1.2535372759881682	0.297525487	0.361089081
wdfy1	1.2541945644374515	0.274509324	0.382962648
abcb5	1.254242727379487	0.235980128	0.436375543
csgalnact2	1.2550041404936334	0.305662889	0.405984587
naprt	1.255460146517304	0.158987847	0.567271885
l3mbtl1b	1.256970403058934	0.269315541	0.526557281
si:ch211-40k21.5	1.2572652673275178	0.305360447	0.361089081
ppp6c	1.2572713897613879	0.0601655	0.77044311
si:dkey-222n6.2	1.2576601730739299	0.140832	0.601680024
pole2	1.2586738371852593	0.304623759	0.360970466
cndp2	1.259176783365482	0.105172182	0.672886473
srsf10b	1.2595954373261917	0.10983167	0.663316392
il6st	1.260123405572445	0.173783885	0.540417532
helq	1.2603361401927002	0.269485684	0.52587916
nsmce1	1.2612188022281452	0.281577262	0.491099209
capn7	1.2624000849836408	0.308395796	0.386762507
nek8	1.2648104398310775	0.278184928	0.500883779
ino80e	1.2652366142324085	0.230449769	0.445414557
si:dkey-251i10.2	1.265254854915817	0.217236278	0.466337715
si:ch211-57n23.4	1.2653823386081013	0.259906752	0.402432173
efhd1	1.2657457901830178	0.087292368	0.710794097
gata4	1.2658607211267092	0.281207944	0.4918592
adck3	1.2665060248687094	0.267714898	0.392250544
si:dkey-12l12.1	1.2673845196249287	0.268244457	0.52886305
SHROOM2 (2 of 2)	1.2685938258091871	0.065563419	0.758680878
cyr61l2	1.2696421707938388	0.268501308	0.528016933
trim33l	1.2698395155540683	0.307440053	0.391269918
psmd1	1.2703196983282121	0.054248485	0.784632862
samd13	1.272635789165928	0.268107002	0.528916945
etaa1	1.2727530166957348	0.305099107	0.36460905
zgpat	1.2729980203297397	0.299271821	0.363169976
snupn	1.2752200882175277	0.277761654	0.380823191
mdn1	1.275257812790165	0.190272764	0.511917217
slc37a4b	1.2754998952055816	0.267310744	0.530926556
IWS1	1.2794394961801996	0.067337863	0.755147999
si:dkey-24l11.3	1.2797648219070983	0.279107884	0.497089429
fam199x	1.2806842633093283	0.207139723	0.483548052
CABZ01090374.1	1.2816857751245658	0.296627311	0.365312252
mid2	1.2822245655702826	0.286084261	0.372877674
palm1b	1.2823921361056825	0.101569246	0.681269102
frmd8	1.282619423024103	0.096629717	0.691622322
ndrg3b	1.2827837104603865	0.160121131	0.566225885
si:dkeyp-89c11.2	1.2834197140106285	0.220295434	0.462249739
lsm7	1.2852671821460804	0.074807013	0.738759834
nfat5a	1.2857769817626201	0.286539715	0.473802581
tex10	1.2859399238448885	0.14856127	0.587996417
sfxn1	1.286772871435166	0.218843938	0.464725694
galnt11	1.286818160101648	0.252235072	0.414286498
mfsd6a	1.2868846586963292	0.266785647	0.531665452
trmu	1.2871189323820247	0.271394984	0.518847818
zranb3	1.2877903996665996	0.28286906	0.485125837
kdrl	1.2880356906676127	0.217478433	0.466976531
uap1l1	1.288692857845914	0.288772379	0.371193757
zgc:112962	1.2900999726122109	0.30250458	0.366554285
cyp2aa8	1.291328907169867	0.069421015	0.750982605
epb41l3a	1.2914650600922506	0.275343303	0.507282203
psmb6	1.2918814059620523	0.052478668	0.789719058
chad	1.2921303222130505	0.26666753	0.531665452
si:ch73-112l6.1	1.2943115228484985	0.276489619	0.503746176
si:ch211-153b23.4	1.294339239878139	0.276352797	0.504144011
TUBA1A (2 of 4)	1.296036860648339	0.068199997	0.753918095
atpif1b	1.2977276579353607	0.072750085	0.74383456
vimp	1.2983771623591127	0.158358208	0.570099433
rpap3	1.3005627414949659	0.147822056	0.589962485
si:dkey-112a7.4	1.3026089872303457	0.297339145	0.434297521
hsd3b7	1.3047103195306815	0.298474054	0.429422133
dgkza	1.3061397655304223	0.26652216	0.531193399
si:ch73-162j3.5	1.3069478198670372	0.10906457	0.666731519
commd8	1.3081928762010704	0.298347172	0.429422133
wnt10b	1.3087369451330886	0.266179992	0.53197194
arhgap27l	1.309134701791752	0.287466061	0.37439479
MAP10	1.3100990021712569	0.266260497	0.531665452
cdc14ab	1.3102396649937325	0.203067997	0.491604519
zdhhc16b	1.3124538248600401	0.303023472	0.406246942
tmem17	1.3126563457119007	0.282107722	0.485469081
wdr53	1.3129336470938384	0.283707539	0.480451555
apmap	1.3146964272437502	0.20539518	0.487919669
arhgap29a	1.31730540980714	0.287220947	0.375448074
ddrgk1	1.3193864085623688	0.265847483	0.532219114
zgc:194627	1.3197362480469828	0.268444999	0.524995748
ebp	1.3217563904789986	0.275224282	0.505479451
tbx6l	1.3241273826085649	0.302973326	0.402880014
ipo13	1.3250488994372867	0.281857506	0.485227358
dnajc16l	1.3262581304341112	0.303255471	0.399935106
ptgdsa	1.3286365852424709	0.24927912	0.420850707
mfn1b	1.3303160081893124	0.250740874	0.418907764
fga	1.3303900827192314	0.100832285	0.684710645
trappc1	1.3311195440792578	0.237672897	0.43775868
tgs1	1.3317283546091	0.26403308	0.536422436
taf10	1.3320360684021415	0.102060884	0.682212612
ddx39b	1.3328705243890158	0.265241803	0.399935106
slc25a40	1.3341910580965204	0.287867517	0.464967718
colec11	1.33436546890078	0.265639632	0.531845001
snrpd3	1.3347628442670338	0.170131278	0.549960134
ZNF865 (1 of 2)	1.336681551592407	0.203417154	0.492168061
ccna2	1.3368823146332363	0.044249361	0.811316889
itpk1a	1.3394288403766583	0.297182874	0.429422133
exoc7	1.3396783019050515	0.228287254	0.452388715
gpx7	1.3397097908103157	0.164703409	0.560030492
ctso	1.3397654687634661	0.263660764	0.536939318
gmppb	1.339781186686526	0.10969648	0.666731519
atp6v1e1b	1.3408303376469355	0.066124308	0.760529559
mcrs1	1.3409058855784184	0.148720917	0.58983093
calm1a	1.343264548142768	0.078683075	0.732655988
sox1a	1.3441016229888199	0.292809723	0.375353885
sh3d19	1.345217129129171	0.186335441	0.521631591
tescb	1.3452275846486568	0.296961231	0.429422133
MYOCD	1.345356557961184	0.263192425	0.537869856
mansc1	1.3458741962582508	0.29520234	0.436721932
gna13b	1.347326090343884	0.29435706	0.439908147
fggy	1.3474251282085787	0.291624704	0.450316154
ttc26	1.347728200585578	0.297675295	0.3759032
anpepb	1.3515562923632158	0.266296379	0.528916945
fzd8b	1.3517586702458209	0.282379025	0.48130933
CABZ01041962.1	1.35191970129852	0.268552962	0.3973051
acy1	1.3521910808830842	0.267012293	0.526876798
C20H1orf131	1.3522186213006835	0.28091668	0.485889285
ephx5	1.3532072050327586	0.27226461	0.511848306
det1	1.3536188100194224	0.266150583	0.529188324
uacaa	1.3540595309888592	0.262888863	0.538154901
scamp3	1.356911573354135	0.29994325	0.380488507
fhdc2	1.3595339783589493	0.290293137	0.378397592
tpbgb	1.360464395857344	0.300629304	0.406069228
wdr11	1.360529752296754	0.278672058	0.492168061
alg6	1.3609734651916934	0.28450905	0.473569534
gsx2	1.361437168698169	0.292005197	0.447153568
polr2m	1.3617434263941242	0.280791638	0.485469081
polr2m	1.3617434263941242	0.280791638	0.485469081
abca4a	1.3622440092545076	0.262669362	0.538240784
brip1	1.362946302679554	0.301232224	0.398613832
shdb	1.3652386485129484	0.188548852	0.51862956
zgc:109934	1.3654896949629758	0.288778276	0.379879035
timeless	1.3657310632689406	0.124334467	0.638169457
stra13	1.3657503757306948	0.293332787	0.378397592
prcp	1.367056942036888	0.287340448	0.463396881
gpr137	1.3672860073704465	0.146292836	0.595479931
naga	1.3673969337189968	0.160635539	0.568609521
cbwd	1.3678655895444387	0.283845182	0.475101464
cbwd	1.3678655895444387	0.283845182	0.475101464
cep85l	1.3694114516861067	0.218197449	0.46959379
kdm8	1.3695438246474525	0.275542638	0.500962189
creb1b	1.3697075386125617	0.112781669	0.661613676
cobl	1.372924775963287	0.300316736	0.402486368
si:ch211-286o17.1	1.374195801751171	0.026606014	0.85713476
mgrn1b	1.3756328379608225	0.243866573	0.431169805
maf1	1.3759961610354738	0.164195922	0.562413262
ift140	1.3766028076611672	0.295613971	0.38062472
rraga	1.378567315278985	0.149242416	0.590334037
baz1a	1.3786884642584623	0.238296562	0.439366941
cmtm6	1.3793475364071903	0.174154424	0.544531151
dctd	1.3798270960729582	0.14497764	0.59848352
hmcn1	1.3799262102476946	0.299503885	0.406554558
idua	1.3801541263941823	0.288809807	0.456729844
angptl3	1.380182508502345	0.29844706	0.414244932
st3gal4	1.3820297942557154	0.261243488	0.540888153
nt5c2b	1.3822891568007372	0.254047765	0.417559493
si:dkey-23i12.5	1.3825222232047898	0.111136989	0.665490129
selt1b	1.3832507931560196	0.154236366	0.581130676
taf9	1.3840591262703024	0.089719396	0.710425354
gbas	1.384258386446282	0.135451336	0.617016894
si:dkey-14d8.23	1.3846498785726267	0.26151142	0.539990639
ppp2r1b	1.3848175939623644	0.034199225	0.838395068
psmd2	1.3852066237309706	0.079753152	0.732090607
vamp1	1.388925957462658	0.280981017	0.387779509
crtap	1.3903730972367634	0.064615271	0.766158023
tnrc6c1	1.3913546592540242	0.093719663	0.702187841
FAM110D	1.3938305897931473	0.26087345	0.541151033
smarca2	1.3942674258615884	0.275568175	0.393136703
hgh1	1.3951255938134397	0.29033273	0.383242494
rab6bb	1.3965220200218371	0.225880851	0.458907912
aldh3a2a	1.3967486909167952	0.297513156	0.414964861
CKN149934.1H1orf52	1.3971933753324641	0.121213387	0.645662716
BX470189.1	1.3972722976244696	0.298442386	0.407212093
IQGAP3	1.3977029255964675	0.264362948	0.405594277
st5	1.4000874881707963	0.169696737	0.553393176
scaf11	1.4002184984322612	0.099000934	0.691389763
tbx18	1.401607833461319	0.261663226	0.538488008
znf410	1.4040328225647376	0.220158049	0.468157369
dbf4	1.4048770747228527	0.223370279	0.463194387
cldn5a	1.405601883242489	0.124250831	0.639929199
tdh	1.4062350524628906	0.103324708	0.682589589
akirin2	1.4071129336282822	0.051467904	0.797474353
cp	1.4075729010161575	0.271243445	0.398638701
tmem178b	1.4076002668145218	0.28120272	0.480007835
nudt5	1.40912858703481	0.130787487	0.627133988
vox	1.4103604075828429	0.180671286	0.534260857
appa	1.4103928868871465	0.028153868	0.855176054
sdf4	1.4104664985066822	0.112875675	0.663068128
qtrt1	1.4125431526067889	0.293499427	0.433017677
snx16	1.4136660244066224	0.272052179	0.507984534
rasgrp4	1.416952103213506	0.259428284	0.543622001
tmem14cb	1.4192041652748433	0.260478217	0.540604454
cgnb	1.4202651410817977	0.295726269	0.391637825
slc1a4	1.420398493135197	0.119111118	0.65082652
tmem53	1.4218398205462628	0.26132398	0.538103567
fam102ab	1.42267596627278	0.296967744	0.399935106
mpp3a	1.4235476972486336	0.26037547	0.540604454
C25H11orf49	1.4244244454115507	0.262647251	0.534260857
IKZF2	1.425320252806348	0.285302215	0.464135544
heatr5b	1.4265666323918147	0.293232587	0.431466743
ttll7	1.426714980513333	0.274037273	0.500962189
gfod2	1.4272108004610582	0.28794812	0.454077767
pir	1.4272330064471328	0.279958807	0.482213138
spi1b	1.4272786608195378	0.258348537	0.545902865
lpar2a	1.4274015707131982	0.282543522	0.473555704
SLC22A31	1.4278895404896228	0.09208363	0.707208614
cdc14b	1.428591912731351	0.085088471	0.722307792
ARHGAP28	1.429861714251428	0.295351716	0.394076907
piezo1	1.4317479574702914	0.284071657	0.467784429
pla2g6	1.4318002334370044	0.208598247	0.487919669
galnt6	1.4327187507219525	0.256889757	0.417157905
ccser2a	1.434532268800332	0.288594108	0.450530818
jph2	1.4354368811147784	0.26676263	0.405681641
slc2a11b	1.4355634866345761	0.219625062	0.470529127
cnot6l	1.435752362685835	0.211446663	0.483502148
zgc:162879	1.4369843622683962	0.257366931	0.547949674
iqce	1.437299188219469	0.262849516	0.532823801
fam206a	1.4375038439226284	0.27318311	0.502683435
lipf	1.4390885322758395	0.134170813	0.621718673
zmynd8	1.439181862837793	0.274583407	0.498242903
hoxd3a	1.439192384118714	0.24275086	0.436375543
thrap3b	1.4397983428103174	0.034062247	0.841713219
topbp1	1.4399323825973032	0.242805087	0.436342712
pyroxd2	1.4401689281571237	0.19871056	0.50459662
sdf2	1.4407291991957114	0.181404282	0.534260857
myl13	1.4407313578153707	0.013145225	0.897586028
hinfp	1.4415635031412504	0.273766957	0.500560565
lyrm7	1.441692824907825	0.283483316	0.468746332
CABZ01072043.1	1.4431720217986244	0.270909518	0.401953735
eif5a2	1.4436641966744543	0.008466167	0.911356319
slc4a1a	1.44404951983347	0.065379538	0.766865925
wdr89	1.4442432102068106	0.295029011	0.414244932
si:ch211-225o7.1	1.4447460085420911	0.260092831	0.539990639
cln3	1.4452572267373054	0.289912807	0.391269918
dirc2	1.446455103569709	0.283363531	0.468632023
CC2D1A	1.4477081828158915	0.287369827	0.453525079
efhc1	1.448161449600245	0.259615055	0.541082296
mtp	1.4481795120437497	0.062787354	0.773000496
tnnc1a	1.4494606717677383	0.272232769	0.50459662
gnsb	1.4507225901271257	0.25733394	0.547160467
CR318653.1	1.4520642410939175	0.292545586	0.429110246
sdk2b	1.4522617119232046	0.286797017	0.45514369
enc3	1.453130493487893	0.123936753	0.642488036
mrpl44	1.4533016686812863	0.164087403	0.565778246
gpank1	1.4540499254530734	0.273608324	0.49999634
brms1	1.454835735807205	0.281951714	0.39422934
znf1140	1.4564140821308695	0.260442992	0.538240784
ascc1	1.4566107827736092	0.282763973	0.469603887
fam162a	1.4567844518011057	0.283379127	0.393776994
si:dkey-6e2.2	1.4580342003836544	0.267039587	0.407171717
sypl2b	1.4581683328422321	0.173092431	0.549711018
zgc:65997	1.4587945497570873	0.278830145	0.482861456
smarcc2	1.4599386495463766	0.254556519	0.554080592
vps13d	1.460455680031785	0.273249372	0.500560565
si:ch1073-429i10.1	1.4609498766634754	0.253776244	0.556108376
tsr3	1.46123625345702	0.208792196	0.488981847
ap1s1	1.461360562665271	0.159165114	0.575153463
stra6	1.4621724426218279	0.185268818	0.52845078
c2cd5	1.4640766222044659	0.238285709	0.444099594
si:ch1073-357b18.4	1.4641020248457997	0.279369481	0.480523771
si:ch211-161c3.6	1.4645150289918092	0.292125976	0.428125441
clstn2	1.4647770695781839	0.253533948	0.556517491
sh3gl3b	1.4666926075148938	0.257183844	0.546533687
ca10a	1.4680499115087442	0.253410639	0.556642708
desi1a	1.4686657154485494	0.253673313	0.55590106
fasn	1.4689268587123008	0.252761095	0.558322389
lamtor3	1.4691632816982223	0.285363645	0.394857198
mcfd2	1.4703993073891408	0.226154492	0.462253378
dazap2	1.4713025482824797	0.130210413	0.630801477
thbs4b	1.4715173137304602	0.069960776	0.757723786
slc3a2b	1.4729422513543136	0.135919171	0.619698933
rpgrb	1.473624682426952	0.253444138	0.556203347
si:ch211-246e12.3	1.4740644127079527	0.253316514	0.556517491
sidt2	1.4742011091323175	0.187053481	0.525892954
SV2A	1.4746018017931701	0.279669823	0.397805595
CAMSAP3 (1 of 2)	1.4774169240598587	0.291163803	0.430204736
rtcb	1.4792254434576297	0.271504589	0.504343735
